"scenario id","scen name","pub name","first side result","second side name","second side result","url link"
S44,"Across the Border","ASL Starter Kit Expansion Pack #1",Polish,22,Slovak,8,https://vasl-templates.org/services/roar/4184
S45,"Contested Settlement","ASL Starter Kit Expansion Pack #1",Polish,19,Slovak,14,https://vasl-templates.org/services/roar/4185
S46,"Where the Winter Lingers","ASL Starter Kit Expansion Pack #1",Russian,9,German,12,https://vasl-templates.org/services/roar/4186
S47,"Not So Disposed","ASL Starter Kit Expansion Pack #1",Italian,10,American,0,https://vasl-templates.org/services/roar/4187
S48,"Converging Assaults","ASL Starter Kit Expansion Pack #1",Italian,6,American,3,https://vasl-templates.org/services/roar/4188
S49,"Cooks, Clerks, and Bazookas","ASL Starter Kit Expansion Pack #1",German,7,American,10,https://vasl-templates.org/services/roar/4189
S50,N-463,"ASL Starter Kit Expansion Pack #1",German,6,"Free French",15,https://vasl-templates.org/services/roar/4190
S51,"Enter the Young","ASL Starter Kit Expansion Pack #1",American,11,German,15,https://vasl-templates.org/services/roar/4191
S64,"Kawaguchi's Gamble","ASL Starter Kit #4 PTO",American,3,Japanese,5,https://vasl-templates.org/services/roar/6150
S65,"Take It Back","ASL Starter Kit #4 PTO",Japanese,7,American,7,https://vasl-templates.org/services/roar/6151
S66,"Bailey's Bridge","ASL Starter Kit #4 PTO",Japanese,0,American,5,https://vasl-templates.org/services/roar/6152
S67,Besieged,"ASL Starter Kit #4 PTO",American,8,Japanese,2,https://vasl-templates.org/services/roar/6153
S68,"The End of Their Rope","ASL Starter Kit #4 PTO",Japanese,6,American,0,https://vasl-templates.org/services/roar/6154
S69,"Stovepipe Funeral","ASL Starter Kit #4 PTO",Japanese,5,American,4,https://vasl-templates.org/services/roar/6155
S70,"A Sideshow Affair","ASL Starter Kit #4 PTO",American,2,Japanese,0,https://vasl-templates.org/services/roar/6156
S71,"American Devil","ASL Starter Kit #4 PTO",American,0,Japanese,3,https://vasl-templates.org/services/roar/6157
VB1,"The Godet Hill",aslopensource.unblog.fr,British,0,German,2,https://vasl-templates.org/services/roar/3449
VB2,"Probing for the Hotton Bridge",aslopensource.unblog.fr,German,0,American,1,https://vasl-templates.org/services/roar/3450
VB3,"The Shooting Lodge",aslopensource.unblog.fr,Russian,3,Finnish,2,https://vasl-templates.org/services/roar/3451
VB4,"A Providential Occurence",aslopensource.unblog.fr,German,0,American/British,1,https://vasl-templates.org/services/roar/3452
VB5,"The French Relief",aslopensource.unblog.fr,Russian,4,German,0,https://vasl-templates.org/services/roar/3453
VB6,Emergencies,aslopensource.unblog.fr,German,1,Russian,0,https://vasl-templates.org/services/roar/3454
VB7,"NKVD Town Hall",aslopensource.unblog.fr,Russian,3,German,0,https://vasl-templates.org/services/roar/3455
VB8,"Askim To Die",aslopensource.unblog.fr,Norwegian,2,German,0,https://vasl-templates.org/services/roar/3872
VB9,"Tragic Ball at Colombey",aslopensource.unblog.fr,French,1,German,0,https://vasl-templates.org/services/roar/3873
VB10,"The Agony of Doom 2",aslopensource.unblog.fr,Russian,0,German,1,https://vasl-templates.org/services/roar/3874
ASLML1,"Tebbe's Tigers","Mailing List",Russian,0,German,1,https://vasl-templates.org/services/roar/344
1954,Gojira!!!,"ASL Manual '98","Gojira, King of Monsters",8,Japanese,5,https://vasl-templates.org/services/roar/1258
K9,"un chien boiteux et mal equilibre","ASL Manual '98",German,0,French,0,https://vasl-templates.org/services/roar/1257
ON0,"It Didn't Happen One Night","ASL Manual '98",German,0,Allied,0,https://vasl-templates.org/services/roar/1256
ASLOK1,"Riposte at Dusk","ASLOK 98","New Zealand",5,German,1,https://vasl-templates.org/services/roar/1273
ASLOK2,"Border Clash","ASLOK 98","Mongolian (Rus)",2,Japanese,2,https://vasl-templates.org/services/roar/1274
ASLXX1,"Lions of Westerplatte","2005 ASLOK 'XX' 20th Anniversary Scenario Pack",Polish,1,German,1,https://vasl-templates.org/services/roar/2659
ASLXX2,"Bydgoszcz Coup","2005 ASLOK 'XX' 20th Anniversary Scenario Pack",Polish,4,German,1,https://vasl-templates.org/services/roar/2660
ASLXX3,"Buying Time","2005 ASLOK 'XX' 20th Anniversary Scenario Pack",American,2,French,2,https://vasl-templates.org/services/roar/2661
ASLXX4,"Side by Side","2005 ASLOK 'XX' 20th Anniversary Scenario Pack",Allied,8,German,2,https://vasl-templates.org/services/roar/2662
ASLXX5,"A Walk in the Sun","2005 ASLOK 'XX' 20th Anniversary Scenario Pack",American,3,Italian,13,https://vasl-templates.org/services/roar/2663
ASLXX6,"Reprisals ... Patrols ... Pursuit","2005 ASLOK 'XX' 20th Anniversary Scenario Pack",German,0,Partisan,3,https://vasl-templates.org/services/roar/2664
ASLXX7,"Slaughter at Shanderovka","2005 ASLOK 'XX' 20th Anniversary Scenario Pack",Russian,2,German,0,https://vasl-templates.org/services/roar/2665
ASLXX8,"Counterstroke at Carentan","2005 ASLOK 'XX' 20th Anniversary Scenario Pack",American,3,German,8,https://vasl-templates.org/services/roar/2666
ASLXX9,"Friendly Fire","2005 ASLOK 'XX' 20th Anniversary Scenario Pack",Japanese,4,American,3,https://vasl-templates.org/services/roar/2667
ASLXX10,"Come Seven Come Eleven","2005 ASLOK 'XX' 20th Anniversary Scenario Pack",American,1,Japanese,9,https://vasl-templates.org/services/roar/2668
Shellshock1,"Pinching Patton","ASLOK 2007 Shellshocked Mini Scenarios",American,12,German,2,https://vasl-templates.org/services/roar/3176
Shellshock2,"Out of the Fold","ASLOK 2007 Shellshocked Mini Scenarios",German,4,Russian,0,https://vasl-templates.org/services/roar/3177
SS3,"After the Disaster","ASLOK 2008 Shellshocked Mini Scenarios",German,8,Russian,7,https://vasl-templates.org/services/roar/3476
SS4,"Backs to the Saare","ASLOK 2008 Shellshocked Mini Scenarios",American,6,German,5,https://vasl-templates.org/services/roar/3477
AP1,"The Ring","Action Pack 1",Russian,34,German,24,https://vasl-templates.org/services/roar/345
AP2,"Storm of Steel","Action Pack 1",German,23,Russian,21,https://vasl-templates.org/services/roar/346
AP3,"A Breezeless Day","Action Pack 1",American,74,German,52,https://vasl-templates.org/services/roar/347
AP4,"L'abbaye blanche (The White Abbey)","Action Pack 1",German,68,American,72,https://vasl-templates.org/services/roar/348
AP5,"Invisible Foes","Action Pack 1",American/Partisan,10,Japanese,26,https://vasl-templates.org/services/roar/349
AP6,"Savannah Rain","Action Pack 1",German/Italian,7,American,13,https://vasl-templates.org/services/roar/350
AP7,"Directive Number Three","Action Pack 1",Russian,65,German,68,https://vasl-templates.org/services/roar/351
AP8,"A Bloody Harvest","Action Pack 1",Polish,146,German,97,https://vasl-templates.org/services/roar/352
AP9,"Red Storm","Action Pack 2",Russian,14,German,19,https://vasl-templates.org/services/roar/1349
AP10,"Closing the Net","Action Pack 2",Japanese,21,American,22,https://vasl-templates.org/services/roar/1350
AP11,"Swamp Cats","Action Pack 2",German,61,Russian,46,https://vasl-templates.org/services/roar/1351
AP12,"Cream of the Crop","Action Pack 2",Russian,104,German,117,https://vasl-templates.org/services/roar/1352
AP13,"Shielding Moscow","Action Pack 2",German,27,Russian,69,https://vasl-templates.org/services/roar/1353
AP14,"Ace in the Hole","Action Pack 2",American,55,German,68,https://vasl-templates.org/services/roar/1354
AP15,"Broken Bamboo","Action Pack 2",Japanese,32,Gurkha,44,https://vasl-templates.org/services/roar/1355
AP16,"Danger Forward","Action Pack 2",Italian,18,American,36,https://vasl-templates.org/services/roar/1356
AP17,"The Valley of Death","Action Pack 3: Few Returned",Russian,40,Italian,24,https://vasl-templates.org/services/roar/2964
AP18,"Village of the Damned","Action Pack 3: Few Returned",Russian,61,Italian,60,https://vasl-templates.org/services/roar/2965
AP19,"Winter of their Discontent","Action Pack 3: Few Returned",Russian,33,Italian,37,https://vasl-templates.org/services/roar/2966
AP20,"Victory is Life","Action Pack 3: Few Returned",Russian,7,Italian,16,https://vasl-templates.org/services/roar/2967
AP21,"Red Don","Action Pack 3: Few Returned",Russian,14,Italian,23,https://vasl-templates.org/services/roar/2968
AP22,"Ghost Riders","Action Pack 3: Few Returned",Italian,26,Russian,42,https://vasl-templates.org/services/roar/2969
AP23,"Agony at Arnautovo","Action Pack 3: Few Returned",Italian,40,Russian,58,https://vasl-templates.org/services/roar/2970
AP24,"Tridentina Avanti!","Action Pack 3: Few Returned",Italian,4,Russian,6,https://vasl-templates.org/services/roar/2971
AP25,"The Last Day of the Cuneense","Action Pack 3: Few Returned",Russian,16,Italian,5,https://vasl-templates.org/services/roar/2972
AP26,"Flea Circus","Action Pack 3: Few Returned",Italian,16,German,8,https://vasl-templates.org/services/roar/2973
AP27,"All Roads Lead to Rome","Action Pack 3: Few Returned",Italian,7,German,14,https://vasl-templates.org/services/roar/2974
AP28,"The Hunters Become the Hunted","Action Pack 3: Few Returned",German,5,Italian,3,https://vasl-templates.org/services/roar/2975
AP29,"Raff's Dilemma","Action Pack 4: Normandy 1944",American,18,German,28,https://vasl-templates.org/services/roar/3249
AP30,"Not Apt to Drag Feet","Action Pack 4: Normandy 1944",American,14,German,23,https://vasl-templates.org/services/roar/3250
AP31,"First Cristot","Action Pack 4: Normandy 1944",British,53,German,67,https://vasl-templates.org/services/roar/3251
AP32,"Second Crack at Caumont","Action Pack 4: Normandy 1944",German,88,American,89,https://vasl-templates.org/services/roar/3252
AP33,"Second Cristot","Action Pack 4: Normandy 1944",German,22,British,15,https://vasl-templates.org/services/roar/3253
AP34,"Bocage Blockage","Action Pack 4: Normandy 1944",German,55,American,44,https://vasl-templates.org/services/roar/3254
AP35,"A Lesson for Lehr","Action Pack 4: Normandy 1944",German,15,American,34,https://vasl-templates.org/services/roar/3255
AP36,"Take a Bath","Action Pack 4: Normandy 1944",American,14,German,8,https://vasl-templates.org/services/roar/3256
AP37,"Apples to Apples","Action Pack 4: Normandy 1944",German,24,American,19,https://vasl-templates.org/services/roar/3257
AP38,Infiltrators,"Action Pack 4: Normandy 1944",British,16,German,14,https://vasl-templates.org/services/roar/3258
AP39,"Old Hickory","Action Pack 4: Normandy 1944",American,16,German,11,https://vasl-templates.org/services/roar/3259
AP40,"The Head of the Mace","Action Pack 4: Normandy 1944",German,37,"Polish (British)",39,https://vasl-templates.org/services/roar/3260
AP41,"The Meat Grinder","Action Pack 5: East Front",Russian,112,German,85,https://vasl-templates.org/services/roar/3408
AP42,"Frontiers and Pioneers","Action Pack 5: East Front",German,42,Russian,56,https://vasl-templates.org/services/roar/3409
AP43,"Escape from Encirclement","Action Pack 5: East Front",Russian,15,German,5,https://vasl-templates.org/services/roar/3410
AP44,"The Burial Mound","Action Pack 5: East Front",German,10,Russian,23,https://vasl-templates.org/services/roar/3411
AP45,"Reaping Rewards","Action Pack 5: East Front",Romanian,27,Russian,17,https://vasl-templates.org/services/roar/3412
AP46,"Red Comrades","Action Pack 5: East Front",German,15,Russian,34,https://vasl-templates.org/services/roar/3413
AP47,"Insult to Injury","Action Pack 5: East Front",German,36,Russian,20,https://vasl-templates.org/services/roar/3414
AP48,"Up Inferno Hill","Action Pack 5: East Front",Russian,30,German,19,https://vasl-templates.org/services/roar/3415
AP49,"Retrained and Rearmed","Action Pack 5: East Front",German,11,Slovak,28,https://vasl-templates.org/services/roar/3416
AP50,Panzergeist,"Action Pack 5: East Front",Russian,33,German,53,https://vasl-templates.org/services/roar/3417
AP51,"Something to Prove","Action Pack 5: East Front",Yugoslav,22,German,11,https://vasl-templates.org/services/roar/3418
AP52,"Into Vienna Woods","Action Pack 5: East Front",Russian,68,German,75,https://vasl-templates.org/services/roar/3419
AP53,"Far From Home","Action Pack 6: A decade of war","Spain (Nationalist)",58,"Spain (Republican)",46,https://vasl-templates.org/services/roar/3862
AP54,"800 Heroes","Action Pack 6: A decade of war",Chinese,40,Japanese,35,https://vasl-templates.org/services/roar/3863
AP55,"The Generalissimo's Own","Action Pack 6: A decade of war",Chinese,55,Japanese,56,https://vasl-templates.org/services/roar/3864
AP56,Quagmire,"Action Pack 6: A decade of war",Chinese,11,Japanese,15,https://vasl-templates.org/services/roar/3865
AP57,Kleckerweise,"Action Pack 6: A decade of war",French,39,German,49,https://vasl-templates.org/services/roar/3866
AP58,"Sat Sri Akal!","Action Pack 6: A decade of war",Japanese,8,British,20,https://vasl-templates.org/services/roar/3867
AP59,"Taking Heads","Action Pack 6: A decade of war",American,48,Japanese,48,https://vasl-templates.org/services/roar/3868
AP60,"Nishne, Nyet!","Action Pack 6: A decade of war",Russian,30,German,31,https://vasl-templates.org/services/roar/3869
AP61,"Desobry Defiant","Action Pack 6: A decade of war",German,28,American,33,https://vasl-templates.org/services/roar/3870
AP62,"Shouting Into the Storm","Action Pack 6: A decade of war",German,70,Russian,63,https://vasl-templates.org/services/roar/3871
AP63,"The Nutcracker","Action Pack 7",German,40,Russian,14,https://vasl-templates.org/services/roar/4167
AP64,"A Well-Engineered Ambush","Action Pack 7",British,12,German/Italian,17,https://vasl-templates.org/services/roar/4179
AP65,"Baw Drop","Action Pack 7",British,26,Japanese,35,https://vasl-templates.org/services/roar/4169
AP66,"Cat's Cradle","Action Pack 7",German,18,Russian,10,https://vasl-templates.org/services/roar/4170
AP67,"Cherry Ripe","Action Pack 7",British,4,German,15,https://vasl-templates.org/services/roar/4171
AP68,"Odd Angry Shot","Action Pack 7",Japanese,15,Australian,22,https://vasl-templates.org/services/roar/4172
AP69,"Uncommon Misery","Action Pack 7",British,22,Japanese,12,https://vasl-templates.org/services/roar/4173
AP70,"Sons of Slava","Action Pack 7",German,31,Russian,21,https://vasl-templates.org/services/roar/4174
AP71,"Head in the Noose","Action Pack 7",American,30,German,21,https://vasl-templates.org/services/roar/4175
AP72,"Guns For St. Barbara","Action Pack 7",American,32,German,9,https://vasl-templates.org/services/roar/4176
AP73,"Happy Valley","Action Pack 8: Roads Through Rome",American,22,Axis,15,https://vasl-templates.org/services/roar/4346
AP74,Batty-P,"Action Pack 8: Roads Through Rome",British,34,German,44,https://vasl-templates.org/services/roar/4347
AP75,"Gabriel's Horn","Action Pack 8: Roads Through Rome",American,34,German,28,https://vasl-templates.org/services/roar/4348
AP76,"Smoke 'em","Action Pack 8: Roads Through Rome",American,13,German,5,https://vasl-templates.org/services/roar/4349
AP77,"Texas Flood","Action Pack 8: Roads Through Rome",American,16,German,13,https://vasl-templates.org/services/roar/4350
AP78,Crossfire,"Action Pack 8: Roads Through Rome",German,41,American,35,https://vasl-templates.org/services/roar/4351
AP79,"Rude Mood","Action Pack 8: Roads Through Rome","Free French",37,German,44,https://vasl-templates.org/services/roar/4352
AP80,"A Bloody Waste","Action Pack 8: Roads Through Rome",American,23,German,23,https://vasl-templates.org/services/roar/4353
AP81,"Lost Highway","Action Pack 8: Roads Through Rome",German,32,American,20,https://vasl-templates.org/services/roar/4354
AP82,Coriano,"Action Pack 8: Roads Through Rome",Canadian,50,German,42,https://vasl-templates.org/services/roar/4355
AP83,"Thai Hot","Action Pack 9: To the Bridge!",Japanese,18,"Thai (Axis Minor)",22,https://vasl-templates.org/services/roar/4739
AP84,"Double Trouble","Action Pack 9: To the Bridge!",Japanese,37,British,26,https://vasl-templates.org/services/roar/4740
AP85,"Slicing the Throat","Action Pack 9: To the Bridge!",Japanese,31,British,16,https://vasl-templates.org/services/roar/4741
AP86,"Milling About","Action Pack 9: To the Bridge!",British,45,Japanese,41,https://vasl-templates.org/services/roar/4742
AP87,"Empire's Fall","Action Pack 9: To the Bridge!",Japanese,15,British,13,https://vasl-templates.org/services/roar/4743
AP88,"Full Moon Madness","Action Pack 9: To the Bridge!",Japanese,17,British,11,https://vasl-templates.org/services/roar/4744
AP89,"To the Pain","Action Pack 9: To the Bridge!",Gurkha,24,Japanese,31,https://vasl-templates.org/services/roar/4736
AP90,"Smashing the Hook","Action Pack 9: To the Bridge!",British,22,Japanese,38,https://vasl-templates.org/services/roar/4737
AP91,"Parting Shots","Action Pack 9: To the Bridge!",Japanese,17,Gurkha,25,https://vasl-templates.org/services/roar/4745
AP92,"End of the Beginning","Action Pack 9: To the Bridge!",Japanese,21,British,25,https://vasl-templates.org/services/roar/4738
AP93,"Best Think Again","Action Pack 10",German,46,Russian,35,https://vasl-templates.org/services/roar/4976
AP94,"Show of Force","Action Pack 10",German,30,Russian,50,https://vasl-templates.org/services/roar/4977
AP95,"Operation Kutuzov","Action Pack 10",Russian,28,German,19,https://vasl-templates.org/services/roar/4978
AP96,"Food Fight","Action Pack 10",Ukrainian,24,Russian,15,https://vasl-templates.org/services/roar/4980
AP97,"Strike Up the Band","Action Pack 10",American,3,German,1,https://vasl-templates.org/services/roar/4981
AP98,"Last Laurels","Action Pack 10",Russian,1,German,8,https://vasl-templates.org/services/roar/4982
AP99,"Bare Foot Beating","Action Pack 10",Japanese,33,Chinese,18,https://vasl-templates.org/services/roar/4983
AP100,"Coal in Their Stockings","Action Pack 10",German,38,American,34,https://vasl-templates.org/services/roar/4984
AP101,"When I Call Roll","Action Pack 11: 29 Let's Go!",German,5,American,23,https://vasl-templates.org/services/roar/5085
AP102,"Better Late Than Never","Action Pack 11: 29 Let's Go!",American,5,German,5,https://vasl-templates.org/services/roar/5086
AP103,"That Damn Bridge","Action Pack 11: 29 Let's Go!",German,13,American,13,https://vasl-templates.org/services/roar/5087
AP104,Linkup,"Action Pack 11: 29 Let's Go!",German,7,American,4,https://vasl-templates.org/services/roar/5088
AP105,"Cota's Last Stand?","Action Pack 11: 29 Let's Go!",American,8,German,2,https://vasl-templates.org/services/roar/5089
AP106,"Helluva Patrol Leader","Action Pack 11: 29 Let's Go!",German,38,American,53,https://vasl-templates.org/services/roar/5090
AP107,"Better Fields of Fire","Action Pack 11: 29 Let's Go!",German,18,American,8,https://vasl-templates.org/services/roar/5091
AP108,"Yes Sir!","Action Pack 11: 29 Let's Go!",American,27,German,40,https://vasl-templates.org/services/roar/5092
AP109,"Not Bad For a Lone Croc","Action Pack 11: 29 Let's Go!",German,6,American/British,2,https://vasl-templates.org/services/roar/5093
AP110,"Display of Enthusiasm","Action Pack 11: 29 Let's Go!",German,9,American,13,https://vasl-templates.org/services/roar/5094
AP111,"The Katanas Come Out at Night","Action Pack 12: ASL Oktoberfest XXX",Russian,4,Japanese,8,https://vasl-templates.org/services/roar/5095
AP112,"First Ally","Action Pack 12: ASL Oktoberfest XXX",Slovak,8,Polish,16,https://vasl-templates.org/services/roar/5096
AP113,"Maintaining the Box","Action Pack 12: ASL Oktoberfest XXX",Japanese,1,British,9,https://vasl-templates.org/services/roar/5097
AP114,"A Lion in the Field","Action Pack 12: ASL Oktoberfest XXX",German,18,British,7,https://vasl-templates.org/services/roar/5098
AP115,"Bats Outta Hell","Action Pack 12: ASL Oktoberfest XXX",Japanese,11,American,6,https://vasl-templates.org/services/roar/5099
AP116,"Mook Point","Action Pack 12: ASL Oktoberfest XXX",American,34,German,37,https://vasl-templates.org/services/roar/5100
AP117,"Second City","Action Pack 12: ASL Oktoberfest XXX",German/Hungarian,19,Russian,2,https://vasl-templates.org/services/roar/5101
AP118,"Wise's War","Action Pack 12: ASL Oktoberfest XXX",German,14,American,23,https://vasl-templates.org/services/roar/5103
AP119,"Konev Cross","Action Pack 12: ASL Oktoberfest XXX",German,10,Russian,5,https://vasl-templates.org/services/roar/5102
AP120,"Kingston of the Hill","Action Pack 12: ASL Oktoberfest XXX",American,6,"North Korean",4,https://vasl-templates.org/services/roar/5104
AP121,"Along the Vistula","Action Pack 13: Oktoberfest XXXII",Polish,5,German,3,https://vasl-templates.org/services/roar/5544
AP122,"Mechanized Sacrifice","Action Pack 13: Oktoberfest XXXII",Russian,5,German,7,https://vasl-templates.org/services/roar/5545
AP123,"Busting in Balta","Action Pack 13: Oktoberfest XXXII",Russian,6,German,9,https://vasl-templates.org/services/roar/5546
AP124,"Lunch in Luga","Action Pack 13: Oktoberfest XXXII",Russian,9,German,3,https://vasl-templates.org/services/roar/5547
AP125,"Ambush on the South Knob","Action Pack 13: Oktoberfest XXXII",Japanese,5,American,13,https://vasl-templates.org/services/roar/5548
AP126,"Maryuma's Stronghold","Action Pack 13: Oktoberfest XXXII",Japanese,7,Chinese,0,https://vasl-templates.org/services/roar/5549
AP127,"The First Virtue","Action Pack 13: Oktoberfest XXXII",German,20,"Free French",15,https://vasl-templates.org/services/roar/5551
AP128,"Flight of Fancy","Action Pack 13: Oktoberfest XXXII",German,20,British,7,https://vasl-templates.org/services/roar/5552
AP129,"A Polish Battlefield","Action Pack 13: Oktoberfest XXXII",German,8,Polish,17,https://vasl-templates.org/services/roar/5553
AP130,"Mageret Morning","Action Pack 13: Oktoberfest XXXII",German,17,American,5,https://vasl-templates.org/services/roar/5554
AP131,"Crickets in Spring","Action Pack 13: Oktoberfest XXXII",Russian,37,German,27,https://vasl-templates.org/services/roar/5556
AP132,"Night of Nights","Action Pack 14: Oktoberfest XXXIV",American,1,German,2,https://vasl-templates.org/services/roar/6229
AP133,"Two the Hard Way","Action Pack 14: Oktoberfest XXXIV",American,2,German,1,https://vasl-templates.org/services/roar/6230
AP134,"Death Takes a Toll","Action Pack 14: Oktoberfest XXXIV",British,4,German,3,https://vasl-templates.org/services/roar/6234
AP135,"Fuller's Folly","Action Pack 14: Oktoberfest XXXIV",German,8,American,6,https://vasl-templates.org/services/roar/6233
AP136,"Second to None","Action Pack 14: Oktoberfest XXXIV",German,5,American,5,https://vasl-templates.org/services/roar/6231
AP137,"Fear Naught","Action Pack 14: Oktoberfest XXXIV",British,1,German,4,https://vasl-templates.org/services/roar/6232
AP138,"Red Horse Recon","Action Pack 14: Oktoberfest XXXIV",American,16,German,11,https://vasl-templates.org/services/roar/6235
AP139,"Emergency Surgery","Action Pack 14: Oktoberfest XXXIV",American,5,German,1,https://vasl-templates.org/services/roar/6236
AP140,"Misty Morning Mayhem","Action Pack 14: Oktoberfest XXXIV",German,0,American,2,https://vasl-templates.org/services/roar/6225
AP141,"Currie's Favor","Action Pack 14: Oktoberfest XXXIV",German,10,British,12,https://vasl-templates.org/services/roar/6226
AP142,"The Closer","Action Pack 14: Oktoberfest XXXIV",British,7,German,11,https://vasl-templates.org/services/roar/6227
AP143,"Late for Chow","Action Pack 14: Oktoberfest XXXIV",American,11,German,7,https://vasl-templates.org/services/roar/6228
Hill192-CG,"Hill 192 Micro Campaign Game","Action Pack 14: Oktoberfest XXXIV",German,0,American,0,https://vasl-templates.org/services/roar/6435
AK1,"Charge to Aqqaqir Ridge","Afrikakorps 1: El Alamein",British,0,German,3,https://vasl-templates.org/services/roar/3926
AK2,"The Mark of the Lion","Afrikakorps 1: El Alamein",German,0,"New Zealand",4,https://vasl-templates.org/services/roar/3927
AK3,"The Saucer","Afrikakorps 1: El Alamein",Australian,2,German,1,https://vasl-templates.org/services/roar/3928
AK4,"January Breached","Afrikakorps 1: El Alamein",British,1,German/Italian,1,https://vasl-templates.org/services/roar/3929
AK5,"Action along the Rahman Track","Afrikakorps 1: El Alamein",German/Italian,1,British,1,https://vasl-templates.org/services/roar/3930
AK6,"Fraser's Black Line Dash","Afrikakorps 1: El Alamein",German,2,British,0,https://vasl-templates.org/services/roar/3931
AK7,"Kidney Punch","Afrikakorps 1: El Alamein",German/Italian,2,British,4,https://vasl-templates.org/services/roar/3932
AK8,"Operation Beresford","Afrikakorps 1: El Alamein","New Zealand",0,Italian,1,https://vasl-templates.org/services/roar/3933
AK9,"Hunters of Africa","Afrikakorps 1: El Alamein",British,0,Italian,3,https://vasl-templates.org/services/roar/3934
AK10,Todt,"Afrikakorps 1: El Alamein",British,2,German,0,https://vasl-templates.org/services/roar/3935
AK11,"Action at Kilometer Post 3","Afrikakorps 2: Benghazi Handicap",British,0,German,1,https://vasl-templates.org/services/roar/3936
AK12,"Stopped Cold","Afrikakorps 2: Benghazi Handicap",British,0,German,1,https://vasl-templates.org/services/roar/3937
AK13,"Agebia Sunset","Afrikakorps 2: Benghazi Handicap",Italian,1,British,0,https://vasl-templates.org/services/roar/3938
AK14,"Benghazi Bottleneck","Afrikakorps 2: Benghazi Handicap",German,1,British,0,https://vasl-templates.org/services/roar/3939
AK15,"Kircheim's Command","Afrikakorps 2: Benghazi Handicap",British,1,Italian,1,https://vasl-templates.org/services/roar/3940
AK16,"None Came Back","Afrikakorps 2: Benghazi Handicap",British,1,German,0,https://vasl-templates.org/services/roar/3941
AK17,"Goschen's House","Afrikakorps 2: Benghazi Handicap",British,1,German,0,https://vasl-templates.org/services/roar/3942
AK18,"Last Act at Post R33","Afrikakorps 2: Benghazi Handicap",British,0,German,1,https://vasl-templates.org/services/roar/3943
AK19,"Heavy Metal","Afrikakorps 3 : Bitter Enders",German,0,American,1,https://vasl-templates.org/services/roar/3944
AK20,"Deaf Forever to the Battle's Din","Afrikakorps 3 : Bitter Enders",American,1,German,2,https://vasl-templates.org/services/roar/3945
AK21,"Saving French Bacon","Afrikakorps 3 : Bitter Enders",American,0,German,0,https://vasl-templates.org/services/roar/3946
AK22,Fruehlingswind,"Afrikakorps 3 : Bitter Enders",American,3,German,0,https://vasl-templates.org/services/roar/3947
AK23,"Regulars, by God","Afrikakorps 3 : Bitter Enders",American,0,German/Italian,0,https://vasl-templates.org/services/roar/3948
AK24,"Benson Force","Afrikakorps 3 : Bitter Enders",American,0,German/Italian,0,https://vasl-templates.org/services/roar/3949
AK25,"Jefna Outflanked","Afrikakorps 3 : Bitter Enders",German,0,American,0,https://vasl-templates.org/services/roar/3950
AK26,"Bitter Enders","Afrikakorps 3 : Bitter Enders",German,3,American,0,https://vasl-templates.org/services/roar/3951
AK27,"Tea Time Interruption","Afrikakorps 4: Second Time Around",German,0,British,0,https://vasl-templates.org/services/roar/3952
AK28,"Gore Force","Afrikakorps 4: Second Time Around",German,0,British,0,https://vasl-templates.org/services/roar/3953
AK29,"Operation Vulcan","Afrikakorps 4: Second Time Around",British,0,German,0,https://vasl-templates.org/services/roar/3954
AK30,"Good Friday on Christmas","Afrikakorps 4: Second Time Around",British,0,German,0,https://vasl-templates.org/services/roar/3955
AK31,"Reconnaissance Failure","Afrikakorps 4: Second Time Around",British,0,German,1,https://vasl-templates.org/services/roar/3956
AK32,"Blunted Blade","Afrikakorps 4: Second Time Around",British,1,German/Italian,0,https://vasl-templates.org/services/roar/3957
AK33,"Jebel Achkel","Afrikakorps 4: Second Time Around","Indian (British)",0,German,0,https://vasl-templates.org/services/roar/3958
AK34,"Gotterdammerung in Afrika","Afrikakorps 4: Second Time Around","Free French",1,German,0,https://vasl-templates.org/services/roar/3959
AK35,"Toasted in Tunis","Afrikakorps 5: Operation Torch",German,0,"American/Free French",0,https://vasl-templates.org/services/roar/3960
AK36,"Immediate Thrust","Afrikakorps 5: Operation Torch",American,0,Vichy,0,https://vasl-templates.org/services/roar/3961
AK37,"Rolling Thunder","Afrikakorps 5: Operation Torch",American,2,Vichy,0,https://vasl-templates.org/services/roar/3962
AK38,"Short of the Goal Line","Afrikakorps 5: Operation Torch",American,0,Vichy,0,https://vasl-templates.org/services/roar/3963
AK39,"Faid Fadeaway","Afrikakorps 5: Operation Torch",German,0,"Free French",0,https://vasl-templates.org/services/roar/3964
AK40,"Mountain Men","Afrikakorps 5: Operation Torch","Free French",1,German,0,https://vasl-templates.org/services/roar/3965
AK41,"An Artilleryman's Dream","Afrikakorps 5: Operation Torch",German/Italian,0,"American/Free French",0,https://vasl-templates.org/services/roar/3966
AK42,"A Good Shot","Afrikakorps 5: Operation Torch",German,0,"American/Free French",0,https://vasl-templates.org/services/roar/3967
AK43,"Head on at Alam Halfa","Afrikakorps 6: Combined Arms",German,0,British,0,https://vasl-templates.org/services/roar/3968
AK44,"""Armor for Tunis!""","Afrikakorps 6: Combined Arms","American/Free French",0,Italian,0,https://vasl-templates.org/services/roar/3969
AK45,"Surprise at Cap de Fedala","Afrikakorps 6: Combined Arms",Vichy,0,American,0,https://vasl-templates.org/services/roar/3970
